Ticker,Year,ESG Score,E Score,S Score,G Score,ESG Grade,E Grade,S Grade,G Grade,Company Name,Accumulated Other Comprehensive Income (Loss),Assets - Other,Accum Other Comp Inc - Other Adjustments,Accum Other Comp Inc - Unreal G/L Ret Int in Sec Assets,Assets and Liabilities - Other - Net Change,Accounts Payable - Trade,Assets - Total,Book Value Per Share,Capital Surplus/Share Premium Reserve,Capital Expenditures,Common/Ordinary Equity - Total,Common Equity - Liquidation Value,Common Equity - Tangible,Cash and Short-Term Investments,Cash and Cash Equivalents - Increase/(Decrease),Comprehensive Income - Total,Comp Inc - Beginning Net Income,Comprehensive Income - Noncontrolling Interest,Comp Inc - Other Adj,Comp Inc - Minimum Pension Adj,Comprehensive Income - Parent,Cost of Goods Sold,Common Shares Used to Calc Earnings Per Share - Fully Diluted,Common Shares Issued,Common Shares Outstanding,Common Shares Used to Calculate Earnings Per Share - Basic,Common/Ordinary Shareholders,Common/Ordinary Stock (Capital),Common Stock-Carrying Value,Common Stock Equivalents - Dollar Savings,Dilution Adjustment,Dilution Available - Excluding Extraordinary Items,Debt in Current Liabilities - Total,Long-Term Debt - Issuance,Long-Term Debt - Reduction,Long-Term Debt - Total,Discontinued Operations,Cash Dividends (Cash Flow),Dividends Common/Ordinary,Dividends - Preferred/Preference,Dividends - Total,Earnings Before Interest and Taxes,Employees,Earnings Per Share (Diluted) - Including Extraordinary Items,Earnings Per Share (Diluted) - Excluding Extraordinary Items,Earnings Per Share (Basic) - Including Extraordinary Items,Earnings Per Share (Basic) - Excluding Extraordinary Items,Common ESOP Obligation - Total,Preferred ESOP Obligation - Total,Exchange Rate Effect,Financing Activities - Other,Financing Activities - Net Cash Flow,Funds from Operations - Other,Gross Profit (Loss),Income Before Extraordinary Items,Income Before Extraordinary Items - Adjusted for Common Stock Equivalents,Income Before Extraordinary Items (Cash Flow),Income Before Extraordinary Items - Available for Common,Invested Capital - Total,Investing Activities - Other,Investing Activities - Net Cash Flow,Liabilities - Other - Total,Liabilities and Stockholders Equity - Total,Liabilities - Total,Noncontrolling Interest (Balance Sheet),Net Income (Loss),Net Income Adjusted for Common/Ordinary Stock (Capital) Equivalents,Nonoperating Income (Expense),Notes Payable - Short-Term Borrowings,Operating Activities - Net Cash Flow,Operating Income After Depreciation,Earnings Per Share from Operations,Earnings Per Share - Diluted - from Operations,Pretax Income,Nonred Pfd Shares Outs (000),Redeem Pfd Shares Outs (000),Preferred/Preference Stock (Capital) - Total,Preferred Stock - Liquidating Value,Preferred/Preference Stock - Nonredeemable,Preferred/Preference Stock - Redeemable,Preferred Stock - Redemption Value,Retained Earnings,Receivables - Total,Revenue - Total,Sales/Turnover (Net),Stockholders Equity - Parent,Special Items,Stock Compensation Expense,Stockholders Equity - Total,Treasury Stock - Total (All Capital),Treasury Stock - Common,Treasury Stock - Number of Common Shares,Treasury Stock - Preferrred,Excess Tax Benefit of Stock Options - Cash Flow Financing,Net Deferred Tax Asset (Liab) - Total,Income Taxes Paid,Income Taxes - Total,Extraordinary Items and Discontinued Operations,Extraordinary Items and Discontinued Operations (Cash Flow),Operating Expenses - Total,Stock Exchange Code,North America Industrial Classification System - Historical,Standard Industrial Classification - Historical,Common Shares Traded - Annual - Calendar,Dividends per Share - Pay Date - Calendar,Dividends per Share - Ex-Date - Calendar,Price Close - Annual - Calendar,Price High - Annual - Calendar,Price Low - Annual - Calendar,Cumulative Adjustment Factor by Ex-Date - Calendar,Common Shares Traded - Annual - Fiscal,Dividends per Share - Pay Date - Fiscal,Dividends per Share - Ex-Date - Fiscal,Price Close - Annual - Fiscal,Price High - Annual - Fiscal,Price Low - Annual - Fiscal,GIC Groups,GIC Industries,GIC Sectors,GIC Sub-Industries,North American Industry Classification Code
ADP,2016,63.47596414,26.14769723,55.61434503,81.44417179,B,C-,B-,A-,AUTOMATIC DATA PROCESSING,-215.1,1233.5,0,0,95.7,152.3,43670,9.8345,768.1,168.5,4481.6,4481.6,2265.4,3214.6,1551.8,1538,1492.5,0,0,-118.9,1538,6551.7,459.1,638.7,455.7,457,580.179,63.9,0.1,0,0,1493.4,2.5,1998.3,1.5,2007.7,-0.9,943.6,955.7,0,955.7,2238.7,57,3.25,3.25,3.27,3.27,0,0,-11,8779.9,8790.1,237.7,5116.1,1493.4,1493.4,1493.4,1493.4,6489.3,-8918.7,-9087.2,1082.2,43670,39188.4,0,1492.5,1492.5,71.3,0,1859.9,2238.7,3.29,3.27,2234.7,0,0,0,0,0,0,0,13788.2,1742.8,11667.8,11667.8,4481.6,-19.1,137.6,4481.6,10138.6,10138.6,183,0,37.4,-150.8,651.6,741.3,-0.9,-0.9,9140.5,14,518210,7374,478715965,2.12,2.16,102.78,103.88,76.65,1,493552867,2.04,2.08,91.87,91.87,64.29,2020,202020,20,20202010,7374
ADP,2017,62.97711607,29.08337421,65.53139422,70.94572133,B,C-,B,B+,AUTOMATIC DATA PROCESSING,-379.2,1344.6,0,0,-121.7,149.7,37180,8.9371,867.8,240.2,3977,3977,1615.8,2783.6,-410.7,1569.3,1733.4,0,0,78.4,1569.3,6953.7,450.3,638.7,445,447.8,628.701,63.9,0.1,0,0,1733.4,7.8,0,2,2002.4,0,995.2,1008.5,0,1008.5,2405.9,58,3.85,3.85,3.87,3.87,0,0,14.7,-6120.6,-8281.7,286.1,5426.1,1733.4,1733.4,1733.4,1733.4,5979.4,6058,5730.4,1221.6,37180,33203,0,1733.4,1733.4,78.9,0,2125.9,2405.9,3.72,3.7,2531.1,0,0,0,0,0,0,0,14349,1703.6,12379.8,12379.8,3977,126.3,138.9,3977,11303.7,11303.7,193.7,0,0,-69.7,817.1,797.7,0,0,9657.8,14,518210,7374,696246017,2.28,2.34,117.19,121.77,94.11,1,495425019,2.2,2.24,102.46,105.675,85.48,2020,202020,20,20202010,7374
ADP,2018,68.53675936,43.01721908,83.98873834,62.88675065,B+,C+,A,B,AUTOMATIC DATA PROCESSING,-680.8,1082.4,0,0,199.3,135.4,37088.7,7.8842,1014.8,206.1,3459.6,3459.6,329.7,2173.3,-1639.5,1361.5,1620.8,0,0,73.1,1361.5,7465,443.3,638.7,438.8,440.6,601.875,63.9,0.1,0,0,1620.8,2.5,0,7.3,2002.4,0,1063.7,1120,0,1120,2625.1,57,3.66,3.66,3.68,3.68,0,0,5.8,335.1,-1655.9,609.2,5860.8,1620.8,1620.8,1620.8,1620.8,5462,-1686.1,-2504.6,1105.8,37088.7,33629.1,0,1620.8,1620.8,81.7,0,2515.2,2625.1,4.38,4.35,2171.1,0,0,0,0,0,0,0,14590.5,1984.2,13325.8,13325.8,3459.6,-433,175.4,3459.6,12209.6,12209.6,199.9,0,0,-17.2,529.7,550.3,0,0,10323.1,14,518210,7374,553215856,2.64,2.8,131.12,153.51,107.61,1,714471350,2.4,2.52,134.14,141.52,100.51,2020,202020,20,20202010,7374
ADP,2019,78.6103646,45.11027882,84.93273099,83.21613038,A-,C+,A,A-,AUTOMATIC DATA PROCESSING,-257.3,3362.9,0,0,-731.9,125.5,41887.7,12.4364,1183.2,162,5399.9,5399.9,2005.4,1959.7,254.1,2715.3,2292.8,0,0,-33.9,2715.3,7677.6,437.6,638.7,434.2,435,940.765,63.9,0.1,0,0,2292.8,264.5,0,2.1,2002.2,0,1293,1338.8,0,1338.8,3080.8,58,5.24,5.24,5.27,5.27,0,0,-28.8,1690.2,-207.7,328.8,6497.6,2292.8,2292.8,2292.8,2292.8,7402.1,-1910.2,-2197.7,1198,41887.7,36487.8,0,2292.8,2292.8,143.4,262,2688.3,3080.8,5.5,5.47,3005.6,0,0,0,0,0,0,0,17243.3,2439.3,14175.2,14175.2,5399.9,-88.7,167.3,5399.9,13090.5,13090.5,204.5,0,0,-595.9,633.8,712.8,0,0,10685.4,14,518210,7374,473161509,3.16,3.28,170.5,174.5,126.06,1,494582321,2.96,3.06,165.33,170.45,121.4,2020,202020,20,20202010,7374
ADP,2020,81.24622541,44.22916234,85.36469775,88.80488204,A-,C+,A,A,AUTOMATIC DATA PROCESSING,-14.8,2860,0,0,-1006.2,102,39165.5,13.3803,1333.8,172.7,5752.2,5752.2,2227,1908.5,257.4,2709,2466.5,0,0,-130,2709,7914.7,432.7,638.7,429.9,430.8,1053.634,63.9,0.1,0,0,2466.5,1110.9,0,2.2,1347.2,0,1470.5,1523.9,0,1523.9,3293.2,58,5.7,5.7,5.73,5.73,0,0,-34.5,-3213.2,-5890.6,264.7,6675.1,2466.5,2466.5,2466.5,2466.5,7099.4,3329,3156.3,1207.6,39165.5,33413.3,0,2466.5,2466.5,172.6,13.6,3026.2,3293.2,6.11,6.07,3182.6,0,0,0,0,0,0,0,18421.5,2441.3,14589.8,14589.8,5752.2,-176.1,130.8,5752.2,14067,14067,208.8,0,0,-693.2,677.1,716.1,0,0,10816.6,14,518210,7374,566308052,3.64,3.66,176.2,182.32,103.1101,1,568077401,3.4,3.52,148.89,182.32,103.1101,2020,202020,20,20202010,7374
ADP,2021,78.13816749,43.61790409,85.6963144,81.98584223,A-,C+,A,A-,AUTOMATIC DATA PROCESSING,10.6,3300.5,0,0,-597.6,141.1,48772.5,13.3823,1531.3,178.6,5670.1,5670.1,2121.6,2585.6,6089.6,2623.9,2598.5,0,0,219.1,2623.9,8129.6,428.1,638.7,423.7,426.3,1086.642,63.9,0.1,0,0,2598.5,119.4,1981.5,1001.8,3328.2,0,1575.5,1583.7,0,1583.7,3293.9,56,6.07,6.07,6.1,6.1,0,0,73.8,8291.6,6437.5,247.1,6875.8,2598.5,2598.5,2598.5,2598.5,8998.3,-3336.4,-3515,1196.5,48772.5,43102.4,0,2598.5,2598.5,108.1,23.5,3093.3,3293.9,6.05,6.02,3361.2,0,0,0,0,0,0,0,19461.7,2727.4,15005.4,15005.4,5670.1,18.9,175.3,5670.1,15386.8,15386.8,215,0,0,-434.7,973.7,762.7,0,0,11200.8,14,518210,7374,411457122,3.72,3.83,246.58,248.96,159.31,1,475286646,3.68,3.7,198.62,200.51,127.31,2020,202020,20,20202010,7374
AVY,2014,70.47440537,69.84784115,65.89198278,79.19979766,B+,B+,B,A-,AVERY DENNISON CORP,-547.3,622,0,0,-13,797.8,4360.2,11.7899,823.9,147.9,1066.5,1066.5,124.9,244.1,-124.6,-17.3,248.9,0,0,-112.5,-17.3,4482.8,95.7,124.127,90.459,93.8,5.728,124.1,1,0,0,251.1,204.3,0,1.6,945.3,-2.2,125.1,125.1,0,125.1,495.9,25,2.6,2.62,2.65,2.68,0,0,-4.9,-2,-323.5,109.8,1847.5,251.1,251.1,251.1,251.1,2011.8,-27.1,-170.4,750.6,4360.2,3293.7,0,248.9,248.9,6.4,198.6,374.2,495.9,3.03,2.97,364.4,0,0,0,0,0,0,0,1589.8,958.1,6330.3,6330.3,1066.5,-70.7,28.3,1066.5,1471.3,1471.3,33.668,0,0,376.6,108.8,113.3,-2.2,-2.2,5638.1,11,322220,2670,212615625,1.34,1.34,51.88,52.92,40.58,1,212615625,1.34,1.34,51.88,52.92,40.58,1510,151030,15,15103020,2670
AVY,2019,54.24514173,64.59250694,64.01985342,21.8164758,B-,B,B,D+,AVERY DENNISON CORP,-348.1,580.5,0,0,-70.9,1066.1,5488.8,14.4422,874,219.4,1204,1204,-6.1,305.2,21.7,637.5,303.6,0,0,332.5,637.5,4991.4,85,124.127,83.367,84,4.397,124.1,1,0,0,303.6,481.6,0,18.6,1598.2,0,189.7,189.7,0,189.7,823.7,30,3.57,3.57,3.61,3.61,0,0,-3.5,-1.6,-470.3,348.7,2078.7,303.6,303.6,303.6,303.6,2802.2,-32.9,-251,394.3,5488.8,4284.8,0,303.6,303.6,-439.3,170.7,746.5,823.7,3.57,3.54,246.9,0,0,0,0,0,0,0,2631,1212.2,7070.1,7070.1,1204,-56.4,34.5,1204,2425.1,2425.1,40.76,0,0,186.9,155,-56.7,0,0,6071.8,11,322220,2670,143398352,2.26,2.26,130.82,134.56,86.9,1,143398352,2.26,2.26,130.82,134.56,86.9,1510,151030,15,15103020,2670
AVY,2020,59.63405567,72.10823151,65.7901895,30.07575929,B,B+,B,C-,AVERY DENNISON CORP,-349.6,637.7,0,0,-93.1,1050.9,6083.9,17.8579,862.1,201.4,1484.9,1484.9,-12.8,297.7,-1.4,554.4,555.9,0,0,9.1,554.4,4845.1,84.1,124.127,83.151,83.4,4.195,124.1,1,0,0,555.9,109,993.7,770.2,2168.1,0,196.8,196.8,0,196.8,862.8,32,6.61,6.61,6.67,6.67,0,0,9.2,0,-207.7,142.7,2126.4,555.9,555.9,555.9,555.9,3653,-362,-554.2,454,6083.9,4599,0,555.9,555.9,4.2,59.1,751.3,862.8,7.23,7.17,733.6,0,0,0,0,0,0,0,2999.7,1235.2,6971.5,6971.5,1484.9,-59.5,24,1484.9,2501,2501,40.976,0,0,146.8,203.4,177.7,0,0,5905.6,11,322220,2670,146964887,2.36,2.36,155.11,156.8207,76.96,1,146964887,2.36,2.36,155.11,156.8207,76.96,1510,151030,15,15103020,2670
AVY,2021,70.03714207,82.86162207,67.84330388,54.09027634,B+,A-,B+,B-,AVERY DENNISON CORP,-282.9,610.8,0,0,16.1,1298.8,7971.6,23.2961,862.3,255,1924.4,1924.4,-991.8,210.2,-89.6,806.8,740.1,0,0,32.3,806.8,5853.5,83.8,124.127,82.606,82.9,3.952,124.1,1,0,0,740.1,366.1,791.7,13.4,2921.2,0,220.6,220.6,0,220.6,1064.3,36,8.83,8.83,8.93,8.93,0,0,-2.8,-6.3,604.3,87.2,2554.8,740.1,740.1,740.1,740.1,4845.6,-1484,-1737.9,404,7971.6,6047.2,0,740.1,740.1,27.8,313.3,1046.8,1064.3,9.2,9.1,988.7,0,0,0,0,0,0,0,3597.8,1424.5,8408.3,8408.3,1924.4,-28.4,37.2,1924.4,2659.8,2659.8,41.521,0,0,-43.9,253.4,248.6,0,0,7102,11,322220,2670,120539709,2.66,2.66,216.57,229.24,147.4,1,120539709,2.66,2.66,216.57,229.24,147.4,1510,151030,15,15103020,2670
BALL,2014,75.46313041,79.85868812,79.50759082,61.8701618,A-,A-,A-,B,BALL CORP,-522.1,339.4,0,0,-51.4,1340,7571,7.5427,0,390.8,1033.1,1033.1,-1421.1,191.4,-224.6,225.3,498,27.4,0,-108.1,197.9,6903.5,142.43,331.618,136.966,138.508,5.411,1131.3,3.4115,0,0,470,175.1,411.9,897.8,2993.8,0,72.7,70.8,0,70.8,919.1,14.5,3.3,3.3,3.39,3.39,0,0,-0.4,5.2,-845.3,53.8,1666.5,470,470,498,470,4233.4,-0.6,-391.4,1298.4,7571,6331.4,0,470,470,7.4,120.1,1012.5,919.1,3.99,3.88,647.9,0,0,0,0,0,0,0,3824.8,957.1,8570,8570,1033.1,-113.6,25.1,1239.6,3923,3923,194.652,0,0,85.4,163.2,149.9,0,0,7370,11,332431,3411,245598761,0.52,0.52,68.17,70.495,47.75,2,245598761,0.52,0.52,68.17,70.495,47.75,1510,151030,15,15103010,3411
BALL,2015,78.33116232,79.11410275,80.06492666,74.1928863,A-,A-,A-,B+,BALL CORP,-639.9,2501.3,0,0,-80.1,1500.8,9777,8.7941,0,527.9,1251.3,1251.3,-1120.2,224,32.6,184.7,302.9,21.6,0,55.1,163.1,6460.3,140.984,332.649,142.289,137.3,5.416,961.7,2.891,0,0,280.9,77.3,4524.2,2429.8,5054.2,0,71.8,70.3,0,70.3,799.9,15.2,1.99,1.99,2.05,2.05,0,0,9.5,-92.8,1737.1,339.9,1536.7,280.9,280.9,302.9,280.9,6315.5,-2163.7,-2720.7,1289.7,9777,8515.7,0,280.9,280.9,17.2,23.7,1006.7,799.9,3.57,3.48,349.9,0,0,0,0,0,0,0,3917.6,885.4,7997,7997,1251.3,-311.2,24.7,1261.3,3628,3628,190.36,0,0,122.6,58.4,47,0,0,6911.6,11,332431,3411,280193666,0.52,0.52,72.73,77.2,57.95,2,280193666,0.52,0.52,72.73,77.2,57.95,1510,151030,15,15103010,3411
BALL,2016,78.71239615,79.92736204,81.00531216,72.96422966,A-,A-,A-,B+,BALL CORP,-941,900,0,0,-417,2033,16173,19.6437,0,606,3435,3435,-3594,597,373,-36,266,2,0,-145,-38,7212,161.442,334.252,174.865,158.271,5.791,1038,3.105,0,0,263,222,4370,4624,7310,0,83,81,0,81,911,18.45,1.63,1.63,1.66,1.66,0,0,-106,-14,-387,277,1849,263,263,266,263,10851,4657,672,1914,16173,12632,0,263,263,26,143,194,911,3.18,3.12,140,0,0,0,0,0,0,0,3798,1491,9061,9061,3435,-557,35,3541,1401,1401,159.387,0,0,4,68,-126,0,0,7697,11,332431,3411,396385499,0.52,0.52,75.07,82.24,62.3,2,396385499,0.52,0.52,75.07,82.24,62.3,1510,151030,15,15103010,3411
BALL,2017,77.01596458,83.83152174,77.91647151,65.03958463,A-,A,A-,B,BALL CORP,-656,1132,0,0,-55,2762,17169,11.2638,0,556,3941,3941,-3454,458,-149,666,380,7,0,229,659,8717,356.985,670.576,349.881,350.269,5.737,1084,1.617,0,0,374,453,765,1810,6518,0,129,126,0,126,1023,18.3,1.05,1.05,1.07,1.07,0,0,-9,-7,-1073,-47,2266,374,374,380,374,10564,11,-545,1803,17169,13123,0,374,374,-4,340,1478,1023,1.64,1.61,545,0,0,0,0,0,0,0,4331,1634,10983,10983,3941,-180,46,4046,1474,1474,320.695,0,0,-370,107,165,0,0,9231,11,332431,3411,606921464,0.365,0.365,37.85,43.24,35.645,1,606921464,0.365,0.365,37.85,43.24,35.645,1510,151030,15,15103010,3411
BALL,2018,73.84072021,81.67855302,77.97869472,54.811142,B+,A-,A-,B-,BALL CORP,-835,1107,0,0,-160,3095,16554,10.3144,0,816,3458,3458,-3205,728,269,274,453,-1,0,85,275,9329,352.321,673.237,335.258,344.796,6.048,1157,1.719,0,0,454,219,1475,1533,6510,0,137,138,0,138,1126,17.5,1.29,1.29,1.32,1.32,0,0,-51,-14,-1040,286,2306,454,454,453,454,10072,610,-206,1742,16554,12992,0,454,454,-31,211,1566,1126,1.8,1.76,638,0,0,0,0,0,0,0,4506,1802,11635,11635,3458,-156,75,3562,2205,2205,337.979,0,0,-408,143,185,0,0,9807,11,332431,3411,769960555,0.4,0.4,45.98,50.98,34.71,1,769960555,0.4,0.4,45.98,50.98,34.71,1510,151030,15,15103010,3411
BALL,2019,72.34684938,80.40379278,83.34126841,41.36343727,B+,A-,A,C,BALL CORP,-910,1055,0,0,161,3136,17360,9.084,0,598,2949,2949,-3472,1806,1078,540,536,-30,50,-270,570,9203,340.121,676.302,324.635,331.102,6.313,1178,1.74,0,0,566,1538,2819,1524,6518,0,182,181,0,181,1176,18.3,1.66,1.66,1.71,1.71,0,0,-2,-31,-46,143,2271,566,566,536,566,9537,176,-422,1685,17360,14341,0,566,566,-9,26,1548,1176,2.29,2.23,607,0,0,0,0,0,0,0,4893,1631,11474,11474,2949,-243,37,3019,3122,3122,351.667,0,0,-320,128,71,0,0,9620,11,332431,3411,573080332,0.55,0.55,64.67,81.88,43.865,1,573080332,0.55,0.55,64.67,81.88,43.865,1510,151030,15,15103010,3411
BALL,2020,74.57650497,79.33424363,83.85465657,51.55999326,B+,A-,A,B-,BALL CORP,-954,1236,0,0,-57,3430,18252,9.9974,0,1113,3275,3275,-3092,1381,-425,538,582,-3,-49,118,541,9323,332.815,679.524,327.586,326.26,6.311,1167,1.717,0,0,585,80,2552,2794,8015,0,198,197,0,197,1265,21.5,1.76,1.76,1.79,1.79,0,0,-74,-67,-602,271,2458,585,585,582,585,11352,1,-1181,1822,18252,14915,0,585,585,-126,14,1432,1265,2.16,2.12,681,0,0,0,0,0,0,0,5238,1738,11781,11781,3275,-183,43,3337,3130,3130,351.938,0,0,-407,157,99,0,0,9848,11,332431,3411,518412772,0.6,0.6,93.18,102.76,51.26,1,518412772,0.6,0.6,93.18,102.76,51.26,1510,151030,15,15103010,3411
BALL,2021,74.20993036,80.35326087,82.436922,50.84997664,B+,A-,A-,B-,BALL CORP,-582,1319,0,0,136,4759,19714,11.3046,0,1726,3627,3627,-2439,579,-802,1250,878,0,0,297,1250,11085,331.615,680.945,320.844,325.989,6.33,1220,1.792,0,0,878,95,850,750,8062,0,229,227,0,227,1433,24.3,2.65,2.65,2.69,2.69,0,0,-29,-44,-894,27,2726,878,878,878,878,11747,87,-1639,1349,19714,16029,0,878,878,-109,12,1760,1433,2.88,2.83,1034,0,0,0,0,0,0,0,6261,2560,13811,13811,3627,-20,40,3685,3854,3854,360.101,0,0,-539,136,156,0,0,11678,11,332431,3411,482170566,0.7,0.7,96.27,98.09,77.9505,1,482170566,0.7,0.7,96.27,98.09,77.9505,1510,151030,15,15103010,3411
BK,2014,60.22052756,94.94257206,74.91325511,38.41994764,B,A+,B+,C,BANK OF NEW YORK MELLON CORP,-1634,27089,0,0,1695,265869,385303,32.0856,24626,791,35879,35879,13883,143449,510,1784,2651,-41,0,-401,1825,306,1137.48,1290.223,1118.228,1129.897,30.525,13,0.01,-43,0,2451,15905,4686,4376,16614,0,833,763,73,836,6835,50.3,2.15,2.15,2.17,2.17,0,0,-128,7765,7829,-204,14904,2567,2451,2651,2494,55317,4698,-11675,48212,385303,346600,229,2567,2451,-2978,12255,4484,6835,2.34,2.31,3563,0.016,0,1562,1562,1562,0,1562,16049,58941,15210,15210,37441,-294,28,38474,4809,4809,171.995,0,0,-2782,1219,912,0,0,7083,11,522110,6020,1350456366,0.66,0.66,40.57,41.79,30.82,1,1350456366,0.66,0.66,40.57,41.79,30.82,4020,402030,40,40203010,6020
BK,2015,67.12900079,93.10461301,89.18941712,41.56909982,B+,A+,A,C,BANK OF NEW YORK MELLON CORP,-2600,18254,0,0,-160,279610,393780,32.6947,25262,601,35485,35485,14025,159259,-433,2220,3222,28,0,4,2192,460,1112.511,1312.941,1085.343,1104.719,29.136,13,0.01,-43,0,3010,17975,4986,3659,19097,0,865,762,105,867,6860,51.2,2.71,2.71,2.73,2.73,0,0,42,12597,15185,26,15034,3158,3010,3222,3053,58072,3887,-19787,38123,393780,354805,200,3158,3010,-2540,15525,4127,6860,2.78,2.76,4235,0.026,0,2552,2552,2552,0,2552,17374,63546,15494,15494,38037,-85,10,38775,7164,7164,227.598,0,0,-2779,114,1013,0,0,7177,11,522110,6020,1496014306,0.68,0.68,41.22,45.45,35.63,1,1496014306,0.68,0.68,41.22,45.45,35.63,4020,402030,40,40203010,6020
BK,2016,77.9945576,93.36841057,89.13522167,64.93122213,A-,A+,A,B,BANK OF NEW YORK MELLON CORP,-3765,17135,0,0,1036,221490,333469,33.6701,25962,825,35269,35269,12904,103750,-1715,2352,3548,-30,0,-51,2382,426,1072.013,1333.706,1047.488,1066.286,27.877,13,0.01,-52,0,3373,11493,6229,2953,23713,0,900,778,122,900,7178,52,3.15,3.15,3.16,3.16,0,0,-114,-55695,-59050,-120,15248,3547,3373,3548,3425,63293,-443,51203,37193,333469,293889,151,3547,3373,-2404,10743,6246,7178,3.19,3.17,4725,0.036,0,3542,3542,3542,0,3542,18856,64289,15674,15674,38811,-49,2,39429,9562,9562,286.218,0,0,-2851,703,1177,0,0,6994,11,522110,6020,1481672950,0.72,0.72,47.38,49.54,32.2,1,1481672950,0.72,0.72,47.38,49.54,32.2,4020,402030,40,40203010,6020
BK,2017,67.95118431,92.02764567,85.76064569,46.51815175,B+,A+,A,C+,BANK OF NEW YORK MELLON CORP,-2357,18500,0,0,-915,244322,371758,37.2088,26665,1197,37709,37709,15235,137006,560,5537,4114,39,0,411,5498,1050,1040.29,1354.163,1013.442,1034.281,29.317,14,0.01,-43,0,3872,24966,4738,1046,24279,0,1076,901,175,1076,7311,52.5,3.72,3.72,3.74,3.74,0,0,189,16284,26780,-162,15567,4090,3872,4114,3915,66025,-207,-31050,36445,371758,330012,179,4090,3872,-2312,21266,4641,7311,3.42,3.39,4610,0.036,0,3542,3542,3542,0,3542,23278,61381,16617,16617,41251,-389,0,41567,12248,12248,340.721,0,0,-3021,478,496,0,0,7832,11,522110,6020,1139547693,0.86,0.86,53.86,55.4,43.85,1,1139547693,0.86,0.86,53.86,55.4,43.85,4020,402030,40,40203010,6020
BK,2018,73.85526605,90.67793936,84.20820746,60.0659802,B+,A,A,B,BANK OF NEW YORK MELLON CORP,-3171,16550,0,0,934,238778,362873,38.6245,27118,1108,37096,37096,14874,134795,1125,3431,4254,-23,0,-120,3454,2810,1007.141,1364.878,960.426,1002.922,27.7,14,0.01,-27,0,4070,23709,5143,3650,24863,0,1221,1052,169,1221,7999,51.3,4.04,4.04,4.06,4.06,0,0,-72,-3329,-8098,-54,16403,4266,4070,4254,4097,65731,-69,3299,34655,362873,322005,129,4266,4070,-2807,19409,5996,7999,3.97,3.95,5192,0.036,0,3542,3542,3542,0,3542,25481,56418,19213,19213,40638,0,0,40739,15517,15517,404.452,0,0,-2496,808,938,0,0,9875,11,522110,6020,1355641276,1.04,1.04,47.07,58.99,43.67,1,1355641276,1.04,1.04,47.07,58.99,43.67,4020,402030,40,40203010,6020
BAX,2017,83.79966156,76.19509421,85.02861569,85.73033673,A,A-,A,A,BAXTER INTERNATIONAL INC,-4001,600,0,0,-372,920,17111,16.8502,5940,634,9124,9124,4651,3394,593,1272,717,0,0,141,1272,5245,555,683.495,541.477,543,26.37,683,1,0,0,724,3,633,1,3509,-7,315,334,0,334,1532,47,1.29,1.3,1.32,1.33,0,0,5,-39,61,339,5316,724,724,724,724,12625,-676,-1310,1385,17111,7995,0,717,717,98,0,1837,1532,2.34,2.29,1217,0,0,0,0,0,0,0,10482,1793,10561,10561,9124,-315,107,9116,7981,7981,142.018,0,0,128,255,493,-7,-16,8286,11,325412,2834,669677301,0.58,0.61,64.64,66.18,44.06,1,669677301,0.58,0.61,64.64,66.18,44.06,3510,351010,35,35101010,2834
BAX,2018,85.79092326,77.04753723,83.98211428,92.25276856,A,A-,A,A+,BAXTER INTERNATIONAL INC,-4424,610,0,0,-204,1004,15641,15.193,5898,681,7794,7794,3438,1832,-1562,1204,1624,0,0,32,1204,5521,546,683.495,512.999,534,24.563,683,1,0,0,1630,4,0,5,3473,-6,376,392,0,392,1767,50,2.97,2.99,3.04,3.05,0,0,-117,-28,-2603,308,5606,1630,1630,1630,1630,11289,-257,-938,1311,15641,7825,0,1624,1624,175,2,2096,1767,2.87,2.8,1693,0,0,0,0,0,0,0,11202,1812,11127,11127,7794,-144,115,7816,9989,9989,170.496,0,0,256,302,63,-6,0,8587,11,325412,2834,829137304,0.7,0.73,65.82,78.38,61.05,1,829137304,0.7,0.73,65.82,78.38,61.05,3510,351010,35,35101010,2834
BAX,2019,84.88058455,77.99301539,80.87140612,93.37353509,A,A-,A-,A+,BAXTER INTERNATIONAL INC,-3710,762,0,0,-152,892,18193,15.5723,5955,696,7882,7882,3381,3335,1497,1285,1011,10,0,408,1275,5657,519,683.495,506.155,509,22.818,683,1,0,0,1001,642,1883,0,5319,0,423,435,0,435,1937,50,1.93,1.93,1.97,1.97,0,0,-5,-48,498,1045,5705,1001,1001,1011,1001,13231,-404,-1100,1540,18193,10281,0,1001,1001,73,226,2104,1937,3.1,3.04,970,0,0,0,0,0,0,0,12008,1896,11362,11362,7882,-920,122,7912,10764,10764,177.34,0,0,429,294,-41,0,-6,8636,11,325412,2834,681744580,0.82,0.85,83.62,89.93,64.13,1,681744580,0.82,0.85,83.62,89.93,64.13,3510,351010,35,35101010,2834
