ISIN,Country,Region,Sector,Environment Score final,Environmental Impact Score final,Environmental CSR Score final,Environmental Impact Grade,Environmental CSR Grade,Entity Controversy Score,Controversy Involvement,Product Involvement - Defense (%),Product Involvement - Nuclear Energy (%),Product Involvement - Genetic Engineering (%),Product Involvement - Gambling (%),Product Involvement - Tobacco (%),Product Involvement - Alcohol (%),Product Involvement - Adult Entertainment (%),Coal mining,Crude oil (oil extraction),Crude petroleum & natural gas (oil & gas extraction),Natural gas (gas extraction),Drilling contractors (oil and gas wells),Petroleum refineries,Support activities for oil and gas operations,Lubricating oil & grease,Asphalt,Other fuel products from petroleum & coal,Wholesale of self-generated electric power from Coal,Wholesale of self-generated electric power from Gas,Wholesale of self-generated electric power from Oil,Retail of self-generated electric power from Coal,Retail of self-generated electric power from Gas,Retail of self-generated electric power from Oil,Business Activity Classification - Very negative (%),Business Activity Classification - Negative (%),Business Activity Classification - Medium/Neutral (%),Business Activity Classification - Positive (%),Business Activity Classification - Very positive (%),GHG Total tCO2eq (model or physical),Scope 1 tCO2eq (model or physical),Scope 2 tCO2eq (model),Scope3 upstream tCO2eq (model and/or physical),Scope3 downstream tCO2eq (model or physical),CIU Total tCO2eq/mUSD (model or physical),CIU Scope 1 tCO2eq/mUSD (model or physical),CIU Scope 2 tCO2eq/mUSD (model),CIU Scope 3 upstream tCO2eq/mUSD (model),CIU Scope 3 downstream tCO2eq/mUSD (model or physical)
US98887Q1040,China,Asia-Pacific,Health,16,33,0,C,D-,0.0,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,11374.8149199139,716.0877384133199,2142.10157285852,8324.885025275,191.74058336706,232.33822705000003,14.62657254,43.75386194,170.0413625,3.91643007
GB00BH4HKS39,United Kingdom,Europe,Communication,64,54,86,B,A+,0.0548,low,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.39,87.61,0.0,16521227.302763917,1541646.334477296,761040.9599063674,3417627.4955236786,10800912.512856575,330.55275566402617,30.84489032092443,15.22672510099537,68.37907171033851,216.10206853176786
TH0221B10Z05,Thailand,Asia-Pacific,Transportation,49,45,62,B-,B+,0.0,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.36,39.64,0.0,790863.8223971752,155078.360636505,20330.01085310483,220898.29745312396,394557.1534544414,691.2322043230826,135.54186451551635,17.768872235562306,193.06992272944842,344.8515448425554
HK1093012172,China,Asia-Pacific,Health,51,42,61,C+,B+,0.0,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,840746.9386902282,52928.208339513345,158329.1994132908,615317.4050941884,14172.125843235646,232.33822705,14.62657254,43.75386194,170.04136250000002,3.9164300700000005
JP3837800006,Japan,Asia-Pacific,Health,44,46,43,B-,C+,0.005,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.57,33.6,49.82,3570464.0786516145,1182573.3138079895,321281.7455708059,1406436.1377589738,660172.8815138453,673.2256329720667,222.9790442325133,60.57898966622853,265.18929702694317,124.47830204638173
CH0011607683,Switzerland,Europe,Machinery & Industrial Equipment,30,33,25,C,C-,0.0,minimal,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.26,0.0,7.74,69491.65915725379,3889.340183646057,7133.07040388175,39264.930194237044,19204.318375488932,630.2801884376228,35.27580278806125,64.69600830977035,356.12774111223035,174.1806362275608
CNE000000XR2,China,Asia-Pacific,Housing,29,34,16,C,D+,0.0,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.76,12.24,0.0,610894.189577644,50517.46716452965,80011.80619939488,345107.3949676512,135257.52124606824,366.9288940302836,30.342927911472767,48.05847568857569,207.28610112448615,81.241389305749
GB00BF8Q6K64,United Kingdom,Europe,Financial Services,65,60,76,B+,A,0.0,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.14,9.86,0.0,1763464.8681894932,148117.01356758893,85742.68983040449,448132.78807169624,1081472.3767198035,380.59826937278416,31.967225457894386,18.505341359209165,96.71786870605287,233.40783384962774
US25271C1027,United States,North America,Energy,8,3,17,D-,D+,0.0028,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,4468257.716674892,1070219.250224174,52114.09638951083,104963.79380699349,3240960.576254214,6090.14159536,1458.686402,71.03042086,143.0634505,4417.361322
DE000NLB1YX7,Germany,Europe,Financial Services,45,40,55,C+,B,0.0004,minimal,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,88.0,0.0,0.0,7407840.291262272,212930.79117730024,138914.31239141102,669577.5368407966,6386417.650852764,1115.1279475375632,32.05321211003489,20.91125428869503,100.79383396740391,961.3696471714293
ZAE000156238,South Africa,Africa,Leisure,48,44,52,B-,B,0.0,minimal,0.0,0.0,0.0,60.099999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.11,0.0,39.89,0.0,322530.5294982238,28984.02712471552,15335.868660063656,85503.9208535711,192706.7128598735,416.2594109689658,37.40692106639491,19.792543871945853,110.35176045323978,248.70818557738528
US6475811070,China,Asia-Pacific,Education,18,49,3,B-,D-,0.0,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0100000000000002,96.99000000000001,897716.9942382141,85991.33676018621,239725.58777095692,414203.53758767,157796.5321194009,250.85128945187478,24.028772816412918,66.98711642189971,115.74192330798603,44.093476905576104
KYG2140A1076,China,Asia-Pacific,Housing,46,45,51,B-,B-,0.0,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,2810305.2109428495,200181.54362726002,319145.7656288319,716511.7232088287,1574466.1784779287,269.79092358,19.217543819999996,30.638177849999998,68.78553931,151.1496626
TW0002606001,Taiwan,Asia-Pacific,Transportation,33,31,38,C,C+,0.0,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56,96.44,0.0,734462.395888611,345409.6303676143,2535.0048610001763,135049.8538978286,251467.90676216784,2541.843548506113,1195.4012151698455,8.77320035366681,467.38349271315207,870.2856402694487
JP3292200007,Japan,Asia-Pacific,Machinery & Industrial Equipment,50,35,73,C,A-,0.007,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,25.0,0.0,11020622.757834943,469704.6648976581,920874.4057565401,4831592.110152503,4798451.577028242,844.355838395,35.9868843025,70.5536971925,370.1771756999999,367.6380812
CNE0000002G5,China,Asia-Pacific,Transportation,23,25,19,C-,D+,0.0,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1957759.0903457385,38496.552032058506,84314.64545062259,637778.5376796309,1197169.3551834265,1047.38075859,20.595255090000002,45.1074587,341.2048867,640.4731581
DE000SHL1006,Germany,Europe,Health,41,42,40,C+,C+,0.0,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,12448019.53974526,1612081.9390006482,797788.7699274198,5321212.742933778,4716936.087883415,768.5278533037762,99.52827178445375,49.2546536245819,328.52617183337776,291.2187560613628
KYG9894K1085,China,Asia-Pacific,Transportation,32,28,42,C-,C+,0.0,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,22252194.949812092,1865390.7548610133,161786.56919289983,1104585.7520267642,19120431.873731416,1033.9062666068949,86.67186295425,7.5171077782949975,51.32249351585,888.3948023585
US8793601050,United States,North America,Transportation,34,41,18,C+,D+,0.0,minimal,17.24,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,89.7,0.0,2214299.863070106,113406.51862692062,167790.06179350294,995833.0630005568,937270.2196491258,717.484240512639,36.74632837370249,54.367851012087016,322.672886721715,303.69717440513443
CA0213611001,Canada,North America,Energy,35,35,33,C,C,0.0,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9997816117056,0.0,0.0,0.0,0.0,8.14550120113562,0.0,0.0,0.0,0.0,0.0,42.65,40.81,0.0,16.54,12411561.081524584,5552535.8,1098957.1016832774,1531256.4109483869,4228811.76889292,2976.1852382628626,1331.4501676574084,263.5204292216359,367.1820729339037,1014.0325684499144
CNE000001CS2,China,Asia-Pacific,Communication,52,60,35,B+,C,0.0,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.35,90.65,13554852.841910962,1291401.4245939245,654284.0907528606,2846106.531300068,8763060.795264108,307.4983719460558,29.29606394276909,14.842750049977386,64.5652988613652,198.79425909194404
LU0088087324,France,Europe,Communication,42,50,34,B-,C,0.0,minimal,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,633754.3762034648,56212.73360662383,35647.693160917814,152336.91774341778,389557.0316925054,295.88571409933786,26.244465441500815,16.643108975591456,71.12269261195965,181.87544707028593
US5719032022,United States,North America,Leisure,59,48,82,B-,A+,0.465,medium,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,4343860.61925717,495249.89278765,189647.58276991997,1349701.6996022998,2309261.4440973,410.92239327,46.84986215,17.94036352,127.67966129999998,218.4525063
CNE1000000B8,China,Asia-Pacific,IT Equipment & Electronics,25,49,0,B-,D-,0.0,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1793496.0686385357,84719.06094973368,158447.27973590168,881922.926890395,668406.8010625053,648.69597146,30.64233845,57.30936011,318.9858399,241.75843300000003
US8552441094,United States,North America,Nutrition,47,31,63,C,B+,0.0719,low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.14,6.92,14.94,0.0,11102303.662336733,1344218.143948914,461054.1459004376,3503462.909486295,5793568.463001085,472.07686292783114,57.1569922590745,19.604309290774623,148.96942382372205,246.34613755425994
CH0033813293,Switzerland,Europe,Household & Personal Products,33,40,25,C+,C-,0.0,minimal,0.0,0.0,0.0,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,90.39,6.21,0.0,102603.65154290179,18518.06832232198,12823.178539519029,39591.6965096418,31670.70817141898,823.3017181709986,148.59078831712745,102.8944366525312,317.687638515121,254.12885468621894
CNE000000H95,China,Asia-Pacific,Housing,29,41,0,C+,D-,0.0,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,355358.6207174274,25572.37415590721,37244.13888795465,89872.05430518258,202670.05336838297,283.65294666694757,20.412278919668385,29.72886860128251,71.73731419603851,161.77448494995815
AU000000WES1,Australia,Asia-Pacific,Nutrition,52,42,63,C+,B+,0.07150000000000001,low,0.0,0.0,0.0,0.1,0.0,5.3,0.0,1.18999566458866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,5.3,59.31,34.2,0.0,16020715.95563053,2974543.1708150334,259711.5479545021,1845106.455424771,10941354.781436224,773.7800117786137,143.66661615646038,12.543734324473107,89.1162728785291,528.4533884191511
CNE1000004S4,China,Asia-Pacific,Transportation,35,33,40,C,C+,0.0,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6400000000000001,96.67,1.69,0.0,1057076.1251200787,119467.24270865388,33068.40028838593,224943.12224049043,679597.3598825483,610.086221830712,68.94992423405259,19.08526256009733,129.824802881548,392.226232155014
NL0012169213,Germany,Europe,Health,46,43,48,C+,B-,0.014400000000000001,low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1125833.511503168,440540.74022503046,70612.09388914307,447463.2878454862,167217.3895435082,601.9386314100001,235.53970240000004,37.75349261,239.2409147,89.4045217
CH0012268360,Switzerland,Europe,IT Equipment & Electronics,35,44,25,B-,C-,0.0,minimal,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.84,94.16,0.0,367857.4135118326,23430.05266811922,30361.065485131297,163621.95551668972,150444.33984189236,504.2651783869222,32.11831338536848,41.61946324994832,224.29575035324544,206.2316513983599
CH0383104376,Chile,Latin America,Financial Services,22,24,18,C-,D+,0.0,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,113681.8471112155,8973.22684965678,5610.211137712479,27794.01652777469,71304.39259607154,406.1011746689886,32.05470404304697,20.04113577550509,99.2874680304612,254.71786681997534
INE208A01029,India,Asia-Pacific,Transportation,29,18,62,D+,B+,0.0023,minimal,0.7000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.83,8.17,0.0,0.0,3079018.41835643,65668.69052669231,133200.3881279082,995324.8189857891,1884824.5207160404,1003.4122285173999,21.400575817399996,43.408281514000016,324.36346881299994,614.239902373
BRNTCOACNOR5,Brazil,Latin America,Household & Personal Products,54,51,57,B-,B,0.0103,low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,7853064.050766864,1641111.0241657782,1155398.8584155831,3239207.902753515,1817346.2654319874,1086.0576471,226.96124290000003,159.7885561,447.9737451,251.334103
US58517T2096,Russian Federation,Europe,Communication,42,51,24,B,C-,0.0378,low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1280349.1853348925,117089.07493454743,73922.26393963468,307874.6106318951,781463.2358288154,277.36917601,25.36565853,16.01419181,66.69659187,169.2927338
CA1360691010,Canada,North America,Financial Services,49,43,61,C+,B+,0.0748,low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,5843816.163766857,447421.73775081476,290386.5308538007,1402391.3602484027,3703616.5349138384,419.25888783223303,32.0998359470049,20.83349827499503,100.61319958160391,265.71235402862914
US81211K1007,United States,North America,Resources,54,44,65,B-,B+,0.0358,low,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.14,23.86,0.0,4252888.560615532,639556.326672603,466875.9788371895,1596732.474655792,1549723.7804499478,867.3699952307743,130.43651628989295,95.21862841352372,325.651100231643,316.0637502957146
DE0005190003,Germany,Europe,Transportation,29,18,62,D+,B+,0.2528,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.13,57.870000000000005,0.0,0.0,107289631.35799578,2354218.29120277,4167116.13872093,30358701.990722537,70409594.93734954,949.2973942396212,20.830095704709404,36.87059450117909,268.613437547638,622.9832664860947
DE0005190037,Germany,Europe,Transportation,29,18,62,D+,B+,0.2528,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.13,57.870000000000005,0.0,0.0,107289631.35799578,2354218.29120277,4167116.13872093,30358701.990722537,70409594.93734954,949.2973942396212,20.830095704709404,36.87059450117909,268.613437547638,622.9832664860947
HK0000179108,Hong Kong (China),Asia-Pacific,Energy,29,21,77,D+,A,0.0,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,38.0,0.0,62.0,0.0,38.0,0.0,0.0,18870110.18415552,17171270.0,892355.9580649564,530975.9513435914,275508.2747469727,14087.883504971665,12819.578106943667,666.2073861520001,396.411429158,205.686582718
JP3215800008,Japan,Asia-Pacific,Chemistry,49,47,53,B-,B,0.0,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.27,49.43,10.3,5080430.206615154,835175.4610880704,536002.1369609778,2315918.98088035,1393333.6276857557,918.1733607912304,150.939158451407,96.87031677827801,418.55020687546073,251.81367868608473
HK0656038673,China,Asia-Pacific,Diversified Companies,44,44,44,B-,B-,0.0016,minimal,0.0,0.0,0.0,0.0,0.0,3.3585484738146003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.21,35.64,61.15,0.0,7994960.241660197,789767.4211945988,381710.4180732964,2026050.936294572,4797431.46609773,403.3314520118747,39.842354572603256,19.25660822768427,102.21064786884021,242.02184134274702
BMG3978C1249,China,Asia-Pacific,Retail & distribution,44,41,48,C+,B-,0.0,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,3838133.127922425,431449.24998117896,22303.560143697654,280998.6503558993,3103381.6674416494,599.6301551319999,67.40516081,3.484477162,43.90031786,484.8401993
HK0000093390,Hong Kong (China),Asia-Pacific,Communication,55,58,49,B+,B-,0.0,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.05,83.95,1374282.6145533435,134103.95377842663,58475.4112772453,263239.5736035433,918463.6758941283,329.0967359432783,32.11360821872306,14.0029909281336,63.037459345421865,219.94267745099978
CNE000001KK2,China,Asia-Pacific,Communication,46,49,40,B-,C+,0.0,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,6.18,2.82,798333.7773113472,76951.87272026368,54260.473369486725,215195.28972391202,451926.1414976848,454.87620577386565,43.84579092728995,30.916640321708687,122.61439973101024,257.4993747938568
AU000000CPU5,Australia,Asia-Pacific,Consulting & commercial services,35,47,23,B-,C-,0.0022,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,20.0,649853.3966681355,87905.5595004286,103549.72322319922,379424.6898573395,78973.42408716826,286.0884717616,38.69913938399999,45.586254100000005,167.036181124,34.766897153600006
US2172041061,United States,North America,Consulting & commercial services,30,42,19,C+,D+,0.0,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.51,14.3,70.19,1128554.1424237376,155322.35080671002,47063.91565676748,221977.1089142569,704190.7670460031,511.680649707464,70.42235581554175,21.338537546203195,100.64328067193885,319.27647567378017
DE0006047004,Germany,Europe,Housing,44,32,62,C,B+,0.12660000000000002,medium,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9654353953419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.67,74.63,9.700000000000001,0.0,82018609.09347686,49970177.661593,4478488.15360047,15210703.718357988,12359239.559925409,4080.280588503511,2485.927866495431,222.79685648110146,756.7055794467303,614.8502860802486
CNE000000B00,China,Asia-Pacific,IT Equipment & Electronics,23,40,5,C+,D-,0.0,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,2303310.6191301607,408623.3691524642,287477.4241795831,953410.5611390258,653799.2646590878,889.6004464049998,157.82132405,111.03150515499996,368.23277492499994,252.51484227499998
TW0002707007,Taiwan,Asia-Pacific,Leisure,33,38,24,C+,C-,0.0,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.83,57.17,73488.86337132307,8063.403422360293,3532.2154943008977,22347.29184656121,39545.95260810066,398.9912757777219,43.77843758913563,19.17737058024631,121.32960118030483,214.7058664280351
US2971781057,United States,North America,Housing,49,43,64,C+,B+,0.0,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KR7033780008,Korea (Republic of),Asia-Pacific,Nutrition,43,43,44,C+,B-,0.002,minimal,0.0,0.0,0.0,0.0,56.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.79,2.94,40.27,0.0,2241781.785729803,280761.71768088057,200267.85165211424,1471308.7550733113,289443.46132349694,498.0224482509747,62.37254620616941,44.49045238061816,326.8582129621336,64.3012367020535
ES0143416115,Spain,Europe,Energy,73,74,67,A,A-,0.0056,minimal,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,92.7,6528437.881526072,372208.6948316188,652579.0708917504,3581093.104066297,1922557.011736405,614.5844924193211,35.03957546022871,61.4335288664379,337.1226513308637,180.9887367617908
JP3205800000,Japan,Asia-Pacific,Household & Personal Products,64,49,78,B-,A,0.0086,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.330000000000002,79.67,0.0,13614678.96632842,2801358.6145934053,1987871.9453825192,5696581.602875595,3128866.8034768994,1051.3736144583227,216.33081024556128,153.51049536063667,439.9101590779019,241.6221497742228
KYG8924B1041,China,Asia-Pacific,Clothing,39,33,44,C,B-,0.0,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,2248002.586179625,176935.5708390955,144214.34381913676,1459242.2236128643,467610.4479085282,462.94838744107176,36.437697049152625,29.69916419464784,300.5129257682801,96.29860042899114
GB0004065016,United Kingdom,Europe,Housing,61,48,89,B-,A+,0.0,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,63351.10014528563,4512.577839655264,7194.320133119218,16151.913235447073,35492.28893706408,269.79092357999997,19.217543819999996,30.63817785,68.78553931,151.1496626
